2003,   6199571,      21842,         338,       1720,,       6401,      13383,     208039,      41582,     145686,      20771,         352.3,           5.5,          27.7,,         103.2,         215.9,       3355.7,         670.7,       2349.9,         335.0 
2004,   6226537,      20294,         316,       1803,,       6373,      11802,     211929,      42168,     148670,      21091,         325.9,           5.1,          29.0,,         102.4,         189.5,       3403.6,         677.2,       2387.7,         338.7 
2005,   6266019,      20302,         356,       1856,,       6809,      11281,     216778,      43756,     151278,      21744,         324.0,           5.7,          29.6,,         108.7,         180.0,       3460.0,         698.3,       2414.0,         347.0 
2006,   6313520,      20303,         361,       1811,,       7175,      10956,     217783,      45538,     150655,      21590,         321.6,           5.7,          28.7,,         113.6,         173.5,       3449.5,         721.3,       2386.2,         342.0 
2007,   6345289,      21310,         350,       1738,,       7845,      11377,     213887,      46485,     147999,      19403,         335.8,           5.5,          27.4,,         123.6,         179.3,       3370.8,         732.6,       2332.4,         305.8 
2008,   6376792,      21525,         322,       1711,,       7580,      11912,     213639,      48805,     147334,      17500,         337.6,           5.0,          26.8,,         118.9,         186.8,       3350.3,         765.4,       2310.5,         274.4 
2009,   6423113,      21455,         312,       1621,,       7347,      12175,     199907,      48880,     137190,      13837,         334.0,           4.9,          25.2,,         114.4,         189.5,       3112.3,         761.0,       2135.9,         215.4 
2010,   6490622,      20983,         268,       1760,,       6559,      12396,     199274,      48570,     137204,      13500,         323.3,           4.1,          27.1,,         101.1,         191.0,       3070.2,         748.3,       2113.9,         208.0 
2011,   6516353,      21619,         306,       1758,,       6977,      12578,     206016,      50571,     140630,      14815,         331.8,           4.7,          27.0,,         107.1,         193.0,       3161.5,         776.1,       2158.1,         227.4 
2012,   6537782,      22544,         307,       1661,,       6601,      13975,     197994,      47689,     136668,      13637,         344.8,           4.7,          25.4,,         101.0,         213.8,       3028.5,         729.4,       2090.4,         208.6 
2013,   6570713,      23627,         357,       1623,       2241,       7114,      13915,     187472,      42754,     130534,      14184,         359.6,           5.4,          24.7,          34.1,         108.3,         211.8,       2853.1,         650.7,       1986.6,         215.9 
2014,   6596855,      24099,         330,       1615,       2186,       6897,      14686,     174776,      36893,     124022,      13861,         365.3,           5.0,          24.5,          33.1,         104.5,         222.6,       2649.4,         559.3,       1880.0,         210.1 

Estimated crime in Missouri

,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1984,   5008000,      23071,         358,       1325,,       7053,      14335,     192123,      55863,     119749,      16511,         460.7,           7.1,          26.5,,         140.8,         286.2,       3836.3,       1115.5,       2391.2,         329.7 
1985,   5029000,      25321,         409,       1468,,       7425,      16019,     194247,      55252,     120650,      18345,         503.5,           8.1,          29.2,,         147.6,         318.5,       3862.5,       1098.7,       2399.1,         364.8 
1986,   5066000,      29310,         464,       1480,,       8624,      18742,     206463,      57556,     126674,      22233,         578.6,           9.2,          29.2,,         170.2,         370.0,       4075.5,       1136.1,       2500.5,         438.9 
1987,   5103000,      27792,         423,       1473,,       8376,      17520,     212430,      56711,     133964,      21755,         544.6,           8.3,          28.9,,         164.1,         343.3,       4162.8,       1111.3,       2625.2,         426.3 
1988,   5139000,      28393,         413,       1505,,       8638,      17837,     220578,      58605,     139648,      22325,         552.5,           8.0,          29.3,,         168.1,         347.1,       4292.2,       1140.4,       2717.4,         434.4 
1989,   5159000,      32634,         409,       1587,,      10060,      20578,     231874,      58594,     146269,      27011,         632.6,           7.9,          30.8,,         195.0,         398.9,       4494.6,       1135.8,       2835.2,         523.6 
1990,   5117073,      36602,         449,       1663,,      11073,      23417,     225422,      54536,     143287,      27599,         715.3,           8.8,          32.5,,         216.4,         457.6,       4405.3,       1065.8,       2800.2,         539.4 
1991,   5158000,      39358,         543,       1756,,      12952,      24107,     239982,      64643,     146533,      28806,         763.0,          10.5,          34.0,,         251.1,         467.4,       4652.6,       1253.3,       2840.9,         558.5 
1992,   5193000,      38448,         547,       1895,,      11783,      24223,     226246,      57127,     143288,      25831,         740.4,          10.5,          36.5,,         226.9,         466.5,       4356.7,       1100.1,       2759.3,         497.4 
1993,   5234000,      38963,         590,       1894,,      12654,      23825,     227731,      53673,     145392,      28666,         744.4,          11.3,          36.2,,         241.8,         455.2,       4351.0,       1025.5,       2777.8,         547.7 
1994,   5278000,      39240,         554,       1955,,      12178,      24553,     240898,      55577,     158283,      27038,         743.5,          10.5,          37.0,,         230.7,         465.2,       4564.2,       1053.0,       2998.9,         512.3 
1995,   5324000,      35339,         469,       1711,,      10863,      22296,     237278,      49649,     162430,      25199,         663.8,           8.8,          32.1,,         204.0,         418.8,       4456.8,         932.6,       3050.9,         473.3 
1996,   5359000,      31669,         433,       1566,,       9142,      20528,     240781,      47919,     168870,      23992,         590.9,           8.1,          29.2,,         170.6,         383.1,       4493.0,         894.2,       3151.1,         447.7 
1997,   5402000,      31192,         426,       1525,,       8430,      20811,     228889,      46900,     155472,      26517,         577.4,           7.9,          28.2,,         156.1,         385.2,       4237.1,         868.2,       2878.0,         490.9 
1998,   5439000,      30222,         399,       1463,,       8116,      20244,     232284,      47455,     160363,      24466,         555.7,           7.3,          26.9,,         149.2,         372.2,       4270.7,         872.5,       2948.4,         449.8 
1999,   5468338,      27353,         359,       1439,,       7149,      18406,     223010,      42476,     157550,      22984,         500.2,           6.6,          26.3,,         130.7,         336.6,       4078.2,         776.8,       2881.1,         420.3 
2000,   5595211,      27419,         347,       1351,,       7598,      18123,     225919,      41685,     159539,      24695,         490.0,           6.2,          24.1,,         135.8,         323.9,       4037.7,         745.0,       2851.3,         441.4 
2001,   5637309,      30472,         372,       1383,,       7771,      20946,     238411,      42977,     167420,      28014,         540.5,           6.6,          24.5,,         137.8,         371.6,       4229.2,         762.4,       2969.9,         496.9 
2002,   5669544,      30557,         331,       1465,,       7024,      21737,     230520,      42721,     159921,      27878,         539.0,           5.8,          25.8,,         123.9,         383.4,       4065.9,         753.5,       2820.7,         491.7 
2003,   5719204,      28067,         289,       1400,,       6686,      19692,     233564,      41997,     161616,      29951,         490.8,           5.1,          24.5,,         116.9,         344.3,       4083.9,         734.3,       2825.8,         523.7 
2004,   5759532,      28226,         354,       1479,,       6630,      19763,     224629,      40472,     158264,      25893,         490.1,           6.1,          25.7,,         115.1,         343.1,       3900.1,         702.7,       2747.9,         449.6 
2005,   5797703,      30477,         402,       1625,,       7196,      21254,     227809,      42822,     159288,      25699,         526.0,           6.9,          28.0,,         124.1,         366.6,       3929.0,         738.6,       2747.0,         443.0 
2006,   5842713,      31897,         369,       1764,,       7597,      22167,     224007,      44734,     153874,      25399,         545.9,           6.3,          30.2,,         130.0,         379.4,       3834.0,         765.6,       2633.6,         434.7 
2007,   5878415,      32962,         367,       1785,,       7728,      23082,     225113,      44897,     156319,      23897,         560.7,           6.2,          30.4,,         131.5,         392.7,       3829.5,         763.8,       2659.2,         406.5 
2008,   5911605,      29701,         456,       1612,,       7395,      20238,     216522,      45763,     150002,      20757,         502.4,           7.7,          27.3,,         125.1,         342.3,       3662.7,         774.1,       2537.4,         351.1 
2009,   5987580,      29513,         387,       1606,,       7437,      20083,     201783,      43591,     140764,      17428,         492.9,           6.5,          26.8,,         124.2,         335.4,       3370.0,         728.0,       2350.9,         291.1 
2010,   5995715,      27440,         420,       1445,,       6185,      19390,     200858,      44197,     140526,      16135,         457.7,           7.0,          24.1,,         103.2,         323.4,       3350.0,         737.1,       2343.8,         269.1 
2011,   6008984,      26888,         366,       1469,,       6275,      18778,     199085,      44875,     138879,      15331,         447.5,           6.1,          24.4,,         104.4,         312.5,       3313.1,         746.8,       2311.2,         255.1 
2012,   6024522,      27189,         390,       1527,,       5782,      19490,     199813,      42510,     140971,      16332,         451.3,           6.5,          25.3,,          96.0,         323.5,       3316.7,         705.6,       2340.0,         271.1 
2013,   6044917,      26216,         369,       1679,       2305,       5486,      18056,     189655,      38797,     134514,      16344,         433.7,           6.1,          27.8,          38.1,          90.8,         298.7,       3137.4,         641.8,       2225.2,         270.4 
2014,   6063589,      26856,         403,       1706,       2379,       5592,      18482,     176237,      35258,     124622,      16357,         442.9,           6.6,          28.1,          39.2,          92.2,         304.8,       2906.5,         581.5,       2055.3,         269.8 


		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population" 

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data" 
